level0,level1,level2,level3a,domain,comments
,LJ,Blackjack oak,Oak,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
Black alder,LL,Alder,Alder,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,LM,Black maple,Maple,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,LO,Black oak, B oak, Blk oak,Oak,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,lyn,,Basswood,Upper Midwest,
,MA,Maple,Maple,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,map,,Maple,Upper Midwest,
,mapl,Maple,Maple,Upper Midwest,
,Maple,Maple,Maple,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,MD,Mound,No tree,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,MH,,Other hardwood,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.
,ML,Mill,No tree,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,MS,,Spruce,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.
,MT,Mountain ash,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,n pine,Norway pine,Pine,Upper Midwest,Charlie and Jody found N Pines in the field notes for northern Michigan
,NL,None listed?????÷no trees are listed in notes,No tree,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,NO,No tree around or similar quotation in place of species listing,No tree,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,NonTree,NonTree,No tree,Upper Midwest,
,np,Norway pine,Pine,Upper Midwest,Charlie and Jody found N Pines in the field notes for northern Michigan
,OA,Oak (undifferentiated),Oak,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Oak,Oak,Oak,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.
,oak,Oak,Oak,Upper Midwest,
,OW,Rose willow, roze willow,Willow,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,PA,Prickley ash,Other hardwood,Upper Midwest,JW: 'prickley ash' today refers to Aralia spinosa, found in SE US.  But this shouldn't be  in upper midwest
,PI,Pine (undifferentiated),Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Pine,Pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,pine,Pine,Pine,Upper Midwest,
,PK,Swamp burr oak,Oak,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,PL,Plum,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,PN,S Pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Poplar,Poplar,Poplar/tulip poplar,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,PP,Princess pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,PS,Spruce pine (one case of spruce fir),Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,PT,Post (a post is used as a witness tree),No tree,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,QP,Squaw pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,QQ,Water,Water,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,RA,Green ash, Red ash,Ash,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,RC,Red cherry,Cherry,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,RE,Red elm,Elm,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
Red haw,RH,Hawthorn,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,RK,Rock elm,Elm,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,RM,Red maple, R maple,Maple,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,RO,Red oak, R oak,Oak,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Rose.Tree,Rose.Tree,Other hardwood,Upper Midwest,
,RP,Norway pine, N pine, Yellow pine, Y pine, Sugar pine, Red pine, R pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,RV,River maple,Maple,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,RW,Red willow,Willow,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,SA,Swamp ash,Ash,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,SC,Scrub pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,SE,Swamp elm,Elm,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,SG,Spring of pure water,Water,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,shad,,Other hardwood,Upper Midwest,Charlie says: shadbush, service, juneberry, sugar plum, etc.  it is a "rose tree" of if unavailable other hardwood
,SL,S Maple,Maple,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,SM,Soft maple,Maple,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,sm,Soft maple,Maple,Upper Midwest,
,SO,Swamp oak, S oak,Oak,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,SP,Spruce (undifferentiated),Spruce,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,sp,Spruce (undifferentiated),Spruce,Upper Midwest,
,spr,,Spruce,Upper Midwest,
,SPR,,Spruce,Upper Midwest,
,Spruce,Spruce,Spruce,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.
,SR,Sugar tree,Maple,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,SU,Bird??????s Eye maple, Hrd maple, Rock maple, Sugar, Sugar maple,Maple,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,SW,Swamp white oak,Oak,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,SY,Sycamore,Sycamore,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Sycamore,Sycamore,Sycamore,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,SZ,Swamp pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,TA,Larch,Tamarack,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,tam,Tamarack,Tamarack,Upper Midwest,
,TAM,Tamarack,Tamarack,Upper Midwest,
,Tamarack,Tamarack,Tamarack,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,TH,Thorn tree,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,TN,Thorn apple,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,TO,Water oak,Oak,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,TP,Bastard pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Tulip poplar,Tulip poplar,Tulip poplar,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,UA,Blue ash,Ash,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,UB,Blue birch,Birch,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,UO,Scrub oak, Shrub oak,Oak,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,UP,,Pine,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.  Seems like a reasonable  guess.
,WA,White ash,Ash,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Walnut,Walnut,Walnut,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,wash,White ash,Ash,Upper Midwest,
Paper birch, White birch, W birch, Wht birch,WB,White birch,Birch,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,wb,White birch,Birch,Upper Midwest,
,wbrc,,Birch,Upper Midwest,
,WC,White cedar,Cedar/juniper,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,WD,,Unknown tree,Upper Midwest,
,WE,White elm, W elm,Elm,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,WH,,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,WI,Willow,Willow,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,Willow,Willow,Willow,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,WJ,White poplar,Poplar,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,WK,White hickory,Hickory,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,WM,White maple, W maple, Wht maple,Maple,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,WO,White oak, W oak, Wht oak,Oak,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,wo,White oak, W oak, Wht oak,Oak,Upper Midwest,
,WP,White pine, W pine Wht pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,wp,White pine, W pine Wht pine,Pine,Upper Midwest,
,WS,White spruce, W spruce, Wht spruce,Spruce,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,WT,White thorn, W thorn,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,WU,Water beech, Water beach,Ironwood,Upper Midwest,This is from David's assignments - just want Charlie to confirm.
,WV,Water willow,Willow,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,WW,Whitewood,Tulip poplar,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,WY,Water birch,Birch,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,XA,Corner exists but is missing on film, ie pages missing from notebook,No data,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,XB,Corner does not exist, ie irregular township,No data,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,XC,Corner in a private claim or Indian reservation,No data,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,XX,Indeterminable,Missing,Upper Midwest,3a Coding question:  Are we using ******* as the 'unknown' code?; JP I changed level 3a from ****** to Unknown 1-31-14
,YB,Yellow birch, Y birch,Birch,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,yb,Yellow birch, Y birch,Birch,Upper Midwest,
,ybrc,Yellow birch, Y birch,Birch,Upper Midwest,
,YC,May cherry,Other hardwood,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,YP,Dry pine,Pine,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,yp,Dry pine,Pine,Upper Midwest,
,YS,Sycamore,Sycamore,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,YW,Yellow willow,Willow,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change
,zron,,Unknown tree,Upper Midwest,
